sample_idx,patient_id,condition,task,electrode,file_path,keep_for_clustering,cluster_kmeans_blob,silhouette,contact_name,patient,name,hemi,x,y,z,is_wm
5022,PAT_3975,reading,LM,FOD15,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_FOD15_TN.npy,True,7,0.11088073,FOD15,PAT_3975,FOD15,R,57.91968536376953,4.416566371917725,35.490081787109375,0.0
5027,PAT_3975,reading,LM,FOD8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_FOD8_TN.npy,True,14,0.2097391,FOD8,,,,,,,
5028,PAT_3975,reading,LM,FOG11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_FOG11_TN.npy,True,9,0.031037208,FOG11,PAT_3975,FOG11,L,-27.25922203063965,2.9437367916107178,-14.944343566894531,0.0
5029,PAT_3975,reading,LM,FOG12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_FOG12_TN.npy,True,3,0.108024806,FOG12,PAT_3975,FOG12,L,-5.270453453063965,1.5201843976974487,-13.959426879882812,0.0
5030,PAT_3975,reading,LM,FOG13,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_FOG13_TN.npy,True,6,0.12586252,FOG13,PAT_3975,FOG13,L,-46.40899658203125,3.4063103199005127,-37.14634323120117,0.0
5031,PAT_3975,reading,LM,FOG14,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_FOG14_TN.npy,True,5,0.030329322,FOG14,PAT_3975,FOG14,L,-48.481101989746094,7.126977443695068,-1.9567058086395264,0.0
5032,PAT_3975,reading,LM,FOG15,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_FOG15_TN.npy,True,8,0.30438694,FOG15,PAT_3975,FOG15,L,-48.481101989746094,7.126977443695068,-1.9567058086395264,0.0
5037,PAT_3975,reading,LM,FOG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_FOG6_TN.npy,True,8,0.22386177,FOG6,,,,,,,
5038,PAT_3975,reading,LM,FOG7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_FOG7_TN.npy,True,8,0.1528788,FOG7,,,,,,,
5039,PAT_3975,reading,LM,HAD10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_HAD10_TN.npy,True,0,0.12570305,HAD10,PAT_3975,HAD10,R,48.9865608215332,-19.804828643798828,60.1225471496582,0.0
5040,PAT_3975,reading,LM,HAD12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_HAD12_TN.npy,True,14,0.1794278,HAD12,PAT_3975,HAD12,R,30.438121795654297,-14.6631441116333,70.79541778564453,0.0
5045,PAT_3975,reading,LM,HAD5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_HAD5_TN.npy,True,4,0.055464663,HAD5,PAT_3975,HAD5,R,49.0124626159668,-27.24397850036621,-4.59237813949585,0.0
5046,PAT_3975,reading,LM,HAD6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_HAD6_TN.npy,True,6,0.22815917,HAD6,PAT_3975,HAD6,R,65.26213836669922,-32.98516845703125,-5.06446647644043,0.0
5047,PAT_3975,reading,LM,HAD7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_HAD7_TN.npy,True,3,0.14646792,HAD7,,,,,,,
5048,PAT_3975,reading,LM,HAD8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_HAD8_TN.npy,True,6,0.14731002,HAD8,PAT_3975,HAD8,R,40.443580627441406,-23.03069496154785,16.24839210510254,0.0
5049,PAT_3975,reading,LM,HAD9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_HAD9_TN.npy,True,6,0.062107578,HAD9,PAT_3975,HAD9,R,49.117637634277344,-33.03656768798828,-0.4289825558662414,0.0
5056,PAT_3975,reading,LM,HAG4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_HAG4_TN.npy,True,9,0.15277022,HAG4,PAT_3975,HAG4,L,-33.26236724853516,-26.310800552368164,15.363149642944336,0.0
5057,PAT_3975,reading,LM,HAG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_HAG6_TN.npy,True,14,0.030649906,HAG6,,,,,,,
5068,PAT_3975,reading,LM,IAD1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_IAD1_TN.npy,True,11,0.021407135,IAD1,PAT_3975,IAD1,R,52.51793670654297,-12.037193298339844,-28.7138671875,0.0
5069,PAT_3975,reading,LM,IAD2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_IAD2_TN.npy,True,9,0.07580974,IAD2,PAT_3975,IAD2,R,36.16975402832031,-9.90001392364502,-25.397724151611328,0.0
5071,PAT_3975,reading,LM,IAD4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_IAD4_TN.npy,True,10,0.042190574,IAD4,PAT_3975,IAD4,R,23.953144073486328,17.58279037475586,53.83830642700195,0.0
5080,PAT_3975,reading,LM,IAG13,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_IAG13_TN.npy,True,7,0.04651759,IAG13,,,,,,,
5090,PAT_3975,reading,LM,IMD10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_IMD10_TN.npy,True,1,0.14651896,IMD10,,,,,,,
5091,PAT_3975,reading,LM,IMD11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_IMD11_TN.npy,True,11,0.024212576,IMD11,,,,,,,
5092,PAT_3975,reading,LM,IMD13,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_IMD13_TN.npy,True,2,0.0835413,IMD13,,,,,,,
5103,PAT_3975,reading,LM,IMG18,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_IMG18_TN.npy,True,2,-0.014203302,IMG18,PAT_3975,IMG18,L,-56.54509735107422,-31.72850608825684,-25.9920597076416,0.0
5110,PAT_3975,reading,LM,PHD10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_PHD10_TN.npy,True,7,0.28813282,PHD10,PAT_3975,PHD10,R,39.45433044433594,-31.676677703857425,14.022982597351074,0.0
5111,PAT_3975,reading,LM,PHD12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_PHD12_TN.npy,True,14,0.3675639,PHD12,PAT_3975,PHD12,R,40.98397064208984,-31.115673065185547,12.836929321289062,0.0
5117,PAT_3975,reading,LM,PHD6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_PHD6_TN.npy,True,9,-0.009385215,PHD6,PAT_3975,PHD6,R,50.8327751159668,-40.64803314208984,9.412768363952637,0.0
5118,PAT_3975,reading,LM,PHD8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_PHD8_TN.npy,True,8,0.09572155,PHD8,PAT_3975,PHD8,R,5.190810203552246,-20.94618034362793,57.42376708984375,0.0
5119,PAT_3975,reading,LM,PHD9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_PHD9_TN.npy,True,3,0.33876848,PHD9,PAT_3975,PHD9,R,62.604736328125,-43.78009033203125,16.29245948791504,0.0
5120,PAT_3975,reading,LM,PHG10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_PHG10_TN.npy,True,14,0.23537144,PHG10,PAT_3975,PHG10,L,-11.054590225219728,-61.79697799682617,17.55257225036621,0.0
5121,PAT_3975,reading,LM,PHG11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_PHG11_TN.npy,True,14,0.2277274,PHG11,PAT_3975,PHG11,L,-52.127235412597656,-53.45904541015625,28.376745223999023,0.0
5126,PAT_3975,reading,LM,PHG5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_PHG5_TN.npy,True,13,0.20960231,PHG5,PAT_3975,PHG5,L,-27.580495834350582,-27.86773109436035,51.44612503051758,0.0
5127,PAT_3975,reading,LM,PHG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_PHG6_TN.npy,True,9,0.012419249,PHG6,PAT_3975,PHG6,L,-38.75897979736328,-35.910682678222656,46.38238906860352,0.0
5128,PAT_3975,reading,LM,PHG7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_PHG7_TN.npy,True,3,0.21510006,PHG7,PAT_3975,PHG7,L,-5.145060062408447,-36.11463165283203,51.93376541137695,0.0
5129,PAT_3975,reading,LM,PHG8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_PHG8_TN.npy,True,8,0.3814595,PHG8,PAT_3975,PHG8,L,-40.71227645874024,-35.013511657714844,47.53266143798828,0.0
5130,PAT_3975,reading,LM,PHG9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_PHG9_TN.npy,True,14,0.09439695,PHG9,PAT_3975,PHG9,L,-40.77703857421875,-38.03281784057617,40.82999801635742,0.0
5131,PAT_3975,reading,LM,TPD1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_TPD1_TN.npy,True,8,0.07872285,TPD1,PAT_3975,TPD1,R,2.1167995929718018,1.869192361831665,-1.165402054786682,0.0
5132,PAT_3975,reading,LM,TPD3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_TPD3_TN.npy,True,0,0.19027965,TPD3,PAT_3975,TPD3,R,41.48443603515625,4.4886908531188965,55.40564727783203,0.0
5133,PAT_3975,reading,LM,TPD4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_TPD4_TN.npy,True,4,0.13288194,TPD4,PAT_3975,TPD4,R,5.951107025146484,15.27134132385254,56.64415740966797,0.0
5134,PAT_3975,reading,LM,TPD5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_TPD5_TN.npy,True,0,0.19054103,TPD5,PAT_3975,TPD5,R,4.449660301208496,6.314921379089356,57.24509811401367,0.0
5135,PAT_3975,reading,LM,TPG2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_TPG2_TN.npy,True,13,0.32111818,TPG2,,,,,,,
5136,PAT_3975,reading,LM,TPG3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_TPG3_TN.npy,True,7,0.098543584,TPG3,,,,,,,
5137,PAT_3975,reading,LM,TPG4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_TPG4_TN.npy,True,5,0.10909838,TPG4,PAT_3975,TPG4,L,-39.28430938720703,-7.83154296875,-6.600311279296875,0.0
5138,PAT_3975,reading,LM,TPG5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3975\LM\ERSP_matrix\reading\PAT_3975_reading_WM_ERSP_TPG5_TN.npy,True,5,0.19627964,TPG5,PAT_3975,TPG5,L,-41.95821380615234,8.920966148376465,46.258731842041016,0.0
5361,PAT_5515,picture,LM,IAD5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5515\LM\ERSP_matrix\picture\PAT_5515_picture_WM_ERSP_IAD5_TN.npy,True,6,0.36893958,IAD5,PAT_5515,IAD5,R,34.864967346191406,14.56903839111328,5.876501560211182,0.0
5395,PAT_5515,picture,LM,TPD5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5515\LM\ERSP_matrix\picture\PAT_5515_picture_WM_ERSP_TPD5_TN.npy,True,8,0.18238918,TPD5,PAT_5515,TPD5,R,48.43579864501953,0.1900355368852615,-35.22557830810547,0.0
5586,PAT_5533,audio,LM,HAG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\audio\PAT_5533_audio_WM_ERSP_HAG6_TN.npy,True,3,0.06513897,HAG6,PAT_5533,HAG6,L,-65.73361206054688,-17.159704208374023,-19.76263427734375,0.0
5600,PAT_5533,audio,LM,IAD2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\audio\PAT_5533_audio_WM_ERSP_IAD2_TN.npy,True,13,0.32565007,IAD2,PAT_5533,IAD2,R,31.984424591064453,17.95099449157715,-12.13530158996582,0.0
5601,PAT_5533,audio,LM,IAD3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\audio\PAT_5533_audio_WM_ERSP_IAD3_TN.npy,True,14,0.23733644,IAD3,PAT_5533,IAD3,R,37.90126800537109,16.3232421875,2.2206718921661377,0.0
5618,PAT_5533,audio,LM,IMD7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\audio\PAT_5533_audio_WM_ERSP_IMD7_TN.npy,True,1,0.11557988,IMD7,,,,,,,
5625,PAT_5533,audio,LM,IPD15,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\audio\PAT_5533_audio_WM_ERSP_IPD15_TN.npy,True,10,0.088759586,IPD15,,,,,,,
5626,PAT_5533,audio,LM,IPD16,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\audio\PAT_5533_audio_WM_ERSP_IPD16_TN.npy,True,6,0.19156837,IPD16,PAT_5533,IPD16,R,31.34555053710937,-40.39446258544922,48.94452667236328,0.0
5627,PAT_5533,audio,LM,IPD17,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\audio\PAT_5533_audio_WM_ERSP_IPD17_TN.npy,True,2,0.13429983,IPD17,PAT_5533,IPD17,R,31.60251808166504,-40.9398078918457,51.32149505615234,0.0
5631,PAT_5533,audio,LM,IPD3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\audio\PAT_5533_audio_WM_ERSP_IPD3_TN.npy,True,9,0.24126394,IPD3,PAT_5533,IPD3,R,34.69090270996094,-24.97086334228516,9.615015029907228,0.0
5632,PAT_5533,audio,LM,IPD4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\audio\PAT_5533_audio_WM_ERSP_IPD4_TN.npy,True,12,0.15462698,IPD4,PAT_5533,IPD4,R,35.29996490478516,-25.74100112915039,11.700372695922852,0.0
5639,PAT_5533,audio,LM,OFD3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\audio\PAT_5533_audio_WM_ERSP_OFD3_TN.npy,True,2,0.08859917,OFD3,PAT_5533,OFD3,R,42.59075164794922,11.216630935668944,2.680295467376709,0.0
5640,PAT_5533,audio,LM,OFD5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\audio\PAT_5533_audio_WM_ERSP_OFD5_TN.npy,True,6,0.06213552,OFD5,PAT_5533,OFD5,R,55.307395935058594,11.376009941101074,2.4044899940490723,0.0
5677,PAT_5533,picture,LM,CAD10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\picture\PAT_5533_picture_WM_ERSP_CAD10_TN.npy,True,10,0.084517,CAD10,,,,,,,
5685,PAT_5533,picture,LM,CPD11,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\picture\PAT_5533_picture_WM_ERSP_CPD11_TN.npy,True,1,0.39129695,CPD11,,,,,,,
5686,PAT_5533,picture,LM,CPD12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\picture\PAT_5533_picture_WM_ERSP_CPD12_TN.npy,True,14,0.030842468,CPD12,,,,,,,
5688,PAT_5533,picture,LM,CPD14,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\picture\PAT_5533_picture_WM_ERSP_CPD14_TN.npy,True,7,0.047061544,CPD14,PAT_5533,CPD14,R,56.617462158203125,-19.78699111938477,32.925106048583984,0.0
5728,PAT_5533,picture,LM,HAG6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\picture\PAT_5533_picture_WM_ERSP_HAG6_TN.npy,True,9,0.05859472,HAG6,PAT_5533,HAG6,L,-65.73361206054688,-17.159704208374023,-19.76263427734375,0.0
5743,PAT_5533,picture,LM,IAD3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\picture\PAT_5533_picture_WM_ERSP_IAD3_TN.npy,True,14,0.3480323,IAD3,PAT_5533,IAD3,R,37.90126800537109,16.3232421875,2.2206718921661377,0.0
5759,PAT_5533,picture,LM,IMD6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\picture\PAT_5533_picture_WM_ERSP_IMD6_TN.npy,True,9,0.010658311,IMD6,PAT_5533,IMD6,R,32.8986701965332,16.048633575439453,9.206266403198242,0.0
5760,PAT_5533,picture,LM,IMD7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\picture\PAT_5533_picture_WM_ERSP_IMD7_TN.npy,True,8,0.18873203,IMD7,,,,,,,
5761,PAT_5533,picture,LM,IMD8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_5533\LM\ERSP_matrix\picture\PAT_5533_picture_WM_ERSP_IMD8_TN.npy,True,10,-0.0027535053,IMD8,,,,,,,
